Unnamed: 0,brand_powertrain,attention_score
360影像,小鹏汽车 纯电动,7.342
座椅周边储物空间,小鹏汽车 纯电动,6.539
转弯半径,小鹏汽车 纯电动,6.807
轴距,小鹏汽车 纯电动,7.326
方向盘加热,小鹏汽车 纯电动,6.348
NOA,小鹏汽车 纯电动,7.062
无图自动驾驶,小鹏汽车 纯电动,6.412
负离子发生器,小鹏汽车 纯电动,6.813
座椅折叠后空间,小鹏汽车 纯电动,7.053
双层玻璃,小鹏汽车 纯电动,6.823
OTA,小鹏汽车 纯电动,7.455
车门板储物空间,小鹏汽车 纯电动,6.735
座椅打孔,小鹏汽车 纯电动,6.682
冬季高速纯电续航,小鹏汽车 纯电动,6.406
手部放置空间,小鹏汽车 纯电动,6.827
座椅腿托,小鹏汽车 纯电动,6.35
仪表盘,小鹏汽车 纯电动,7.094
馈电状态可持续最高车速,小鹏汽车 纯电动,6.79
香氛,小鹏汽车 纯电动,6.367
满电状态短时最高车速,小鹏汽车 纯电动,7.376
保值率,小鹏汽车 纯电动,6.385
前备箱空间,小鹏汽车 纯电动,6.008
车顶线条,小鹏汽车 纯电动,7.221
座椅联动,小鹏汽车 纯电动,6.308
三排进出便利性,小鹏汽车 纯电动,6.283
维修便利性,小鹏汽车 纯电动,6.677
无线充电,小鹏汽车 纯电动,6.278
扶手箱空间,小鹏汽车 纯电动,6.819
夏季高速纯电续航,小鹏汽车 纯电动,7.046
满电状态可持续最高车速,小鹏汽车 纯电动,7.371
空调分区,小鹏汽车 纯电动,7.203
后轮转向,小鹏汽车 纯电动,5.955
车窗外观,小鹏汽车 纯电动,6.885
主动降噪,小鹏汽车 纯电动,6.799
轮毂外观,小鹏汽车 纯电动,6.957
灭菌,小鹏汽车 纯电动,6.615
滤芯更换提醒,小鹏汽车 纯电动,6.609
中控面板功能,小鹏汽车 纯电动,7.533
质保时间,小鹏汽车 纯电动,6.985
手套箱空间,小鹏汽车 纯电动,6.47
保养周期,小鹏汽车 纯电动,6.883
靠背加热,小鹏汽车 纯电动,6.669
主驾操作区功能,小鹏汽车 纯电动,7.255
车门大小,小鹏汽车 纯电动,6.767
靠背通风,小鹏汽车 纯电动,6.412
充电接口,小鹏汽车 纯电动,6.842
座椅头枕音箱,小鹏汽车 纯电动,6.105
车门开度,小鹏汽车 纯电动,6.739
离地间隙,小鹏汽车 纯电动,6.545
接近角,小鹏汽车 纯电动,6.418
离去角,小鹏汽车 纯电动,6.418
转向回正力,小鹏汽车 纯电动,6.809
开关门质感,小鹏汽车 纯电动,6.714
可变转向比,小鹏汽车 纯电动,6.415
悬架高度,小鹏汽车 纯电动,6.518
小桌板,小鹏汽车 纯电动,5.932
自动驻车,小鹏汽车 纯电动,7.176
天窗,小鹏汽车 纯电动,6.966
制动热衰退,小鹏汽车 纯电动,6.779
方向盘周边储物空间,小鹏汽车 纯电动,6.289
儿童座椅适配,小鹏汽车 纯电动,6.47
遮阳帘功能,小鹏汽车 纯电动,6.293
后视镜视野,小鹏汽车 纯电动,6.962
零重力座椅,小鹏汽车 纯电动,6.249
副驾交互区功能,小鹏汽车 纯电动,6.617
大床模式空间,小鹏汽车 纯电动,6.329
转向座椅肋部支撑,小鹏汽车 纯电动,6.008
座椅老板键,小鹏汽车 纯电动,6.008
齿轮啸叫,小鹏汽车 纯电动,6.202
麋鹿测试,小鹏汽车 纯电动,6.915
车顶扶手,小鹏汽车 纯电动,5.959
前方视野,小鹏汽车 纯电动,7.151
电吸门便利性,小鹏汽车 纯电动,6.229
易损件寿命,小鹏汽车 纯电动,6.713
敲齿,小鹏汽车 纯电动,6.196
吭音,小鹏汽车 纯电动,6.196
门把手便利性,小鹏汽车 纯电动,6.725
冷暖冰箱,小鹏汽车 纯电动,5.963
脚部放置空间,小鹏汽车 纯电动,7.084
女王座椅,小鹏汽车 纯电动,6.013
爬陡坡性能,小鹏汽车 纯电动,7.134
三把锁,小鹏汽车 纯电动,5.856
制动辅助ABS/ESP/EPB,小鹏汽车 纯电动,7.437
高热工况性能,小鹏汽车 纯电动,6.958
高寒工况性能,小鹏汽车 纯电动,6.794
侧面视野,小鹏汽车 纯电动,7.043
隐私玻璃,小鹏汽车 纯电动,6.72
防晒车顶玻璃,小鹏汽车 纯电动,6.632
满/超载工况性能,小鹏汽车 纯电动,6.943
遮阳帘视野,小鹏汽车 纯电动,6.394
雨刮器视野,小鹏汽车 纯电动,6.665
门板功能,小鹏汽车 纯电动,6.555
高海拔工况性能,小鹏汽车 纯电动,6.832
过道宽度,小鹏汽车 纯电动,6.702
实用小配置,小鹏汽车 纯电动,6.936
制动点头,小鹏汽车 纯电动,6.492
除雾功能,小鹏汽车 纯电动,7.046
除霜功能,小鹏汽车 纯电动,7.056
遮阳板,小鹏汽车 纯电动,6.661
爬长坡性能,小鹏汽车 纯电动,7.119
立柱扶手,小鹏汽车 纯电动,5.944
减速玻璃,小鹏汽车 纯电动,6.763
轮胎外观,小鹏汽车 纯电动,6.468
松油门阻止感,小鹏汽车 纯电动,6.573
二三排控制区功能,小鹏汽车 纯电动,6.277
空气弹簧,小鹏汽车 纯电动,6.078
个性化元素,小鹏汽车 纯电动,7.26
主动阻尼悬挂,小鹏汽车 纯电动,6.136
陡坡缓降,小鹏汽车 纯电动,6.69
后视镜外观,小鹏汽车 纯电动,6.599
接缝大小及均匀性,小鹏汽车 纯电动,6.728
门把手外观,小鹏汽车 纯电动,6.757
卡钳外观,小鹏汽车 纯电动,6.279
雨刮器外观,小鹏汽车 纯电动,5.96
性价比,广汽传祺 插电式混合动力 增程式,7.181
外观风格,广汽传祺 插电式混合动力 增程式,7.71
内饰风格,广汽传祺 插电式混合动力 增程式,7.23
零百加速,广汽传祺 插电式混合动力 增程式,7.219
油耗WLTC,广汽传祺 插电式混合动力 增程式,6.648
腿部空间,广汽传祺 插电式混合动力 增程式,7.665
后备箱及周边空间,广汽传祺 插电式混合动力 增程式,7.285
动力模式切换平顺性,广汽传祺 插电式混合动力 增程式,6.943
头部空间,广汽传祺 插电式混合动力 增程式,7.674
日常实际使用电耗,广汽传祺 插电式混合动力 增程式,6.88
日常实际使用油耗,广汽传祺 插电式混合动力 增程式,6.799
悬架滤振,广汽传祺 插电式混合动力 增程式,6.634
油门响应,广汽传祺 插电式混合动力 增程式,7.233
座椅材质,广汽传祺 插电式混合动力 增程式,7.26
转向精准度,广汽传祺 插电式混合动力 增程式,6.91
内饰材料及环保,广汽传祺 插电式混合动力 增程式,6.927
加速平顺性,广汽传祺 插电式混合动力 增程式,7.439
前脸外观,广汽传祺 插电式混合动力 增程式,7.944
隔音,广汽传祺 插电式混合动力 增程式,6.583
车尾外观,广汽传祺 插电式混合动力 增程式,7.228
车机系统可靠性,广汽传祺 插电式混合动力 增程式,6.556
车内布局,广汽传祺 插电式混合动力 增程式,7.393
油耗NEDC,广汽传祺 插电式混合动力 增程式,6.712
色彩搭配,广汽传祺 插电式混合动力 增程式,7.18
中控屏功能,广汽传祺 插电式混合动力 增程式,7.284
方向盘轻重调节,广汽传祺 插电式混合动力 增程式,6.889
整车色彩,广汽传祺 插电式混合动力 增程式,6.652
油耗CLTC,广汽传祺 插电式混合动力 增程式,6.766
高速再加速性能,广汽传祺 插电式混合动力 增程式,6.993
电耗WLTC,广汽传祺 插电式混合动力 增程式,6.754
语音控制,广汽传祺 插电式混合动力 增程式,6.894
换挡平顺性,广汽传祺 插电式混合动力 增程式,7.015
馈电油耗,广汽传祺 插电式混合动力 增程式,6.656
车身比例,广汽传祺 插电式混合动力 增程式,7.186
风噪,广汽传祺 插电式混合动力 增程式,6.186
最长续航里程,广汽传祺 插电式混合动力 增程式,7.208
智能交互,广汽传祺 插电式混合动力 增程式,7.116
质感、做工,广汽传祺 插电式混合动力 增程式,7.217
动力系统可靠／耐久,广汽传祺 插电式混合动力 增程式,6.742
空调制冷速度,广汽传祺 插电式混合动力 增程式,7.257
NVH异响,广汽传祺 插电式混合动力 增程式,6.032
座椅宽度,广汽传祺 插电式混合动力 增程式,7.359
电耗CLTC,广汽传祺 插电式混合动力 增程式,6.696
路噪,广汽传祺 插电式混合动力 增程式,6.184
异味,广汽传祺 插电式混合动力 增程式,5.932
储物,广汽传祺 插电式混合动力 增程式,7.365
车机屏幕分辨率,广汽传祺 插电式混合动力 增程式,7.009
辅助驾驶车道保持,广汽传祺 插电式混合动力 增程式,6.879
自适应巡航,广汽传祺 插电式混合动力 增程式,6.901
空调制热速度,广汽传祺 插电式混合动力 增程式,7.157
座椅加热,广汽传祺 插电式混合动力 增程式,7.067
响应速度,广汽传祺 插电式混合动力 增程式,6.915
座椅调节便利性,广汽传祺 插电式混合动力 增程式,7.223
坐垫厚度,广汽传祺 插电式混合动力 增程式,7.375
自动泊车,广汽传祺 插电式混合动力 增程式,6.755
氛围灯,广汽传祺 插电式混合动力 增程式,6.695
发动机噪音,广汽传祺 插电式混合动力 增程式,6.142
自动紧急制动,广汽传祺 插电式混合动力 增程式,7.018
座椅通风,广汽传祺 插电式混合动力 增程式,6.88
空调与通风,广汽传祺 插电式混合动力 增程式,7.037
桌面APP,广汽传祺 插电式混合动力 增程式,6.702
气囊,广汽传祺 插电式混合动力 增程式,6.981
安全带,广汽传祺 插电式混合动力 增程式,6.991
底盘系统可靠／耐久,广汽传祺 插电式混合动力 增程式,6.82
车身系统可靠／耐久,广汽传祺 插电式混合动力 增程式,6.946
车道偏离预警,广汽传祺 插电式混合动力 增程式,7.0
制动距离,广汽传祺 插电式混合动力 增程式,6.71
前碰撞预警,广汽传祺 插电式混合动力 增程式,6.982
厂家口碑,广汽传祺 插电式混合动力 增程式,7.038
车身刚度,广汽传祺 插电式混合动力 增程式,6.982
事故车门自动解锁,广汽传祺 插电式混合动力 增程式,6.925
屏幕尺寸,广汽传祺 插电式混合动力 增程式,7.171
桌面布局,广汽传祺 插电式混合动力 增程式,6.793
交互便利性,广汽传祺 插电式混合动力 增程式,6.982
远程启动／关闭空调,广汽传祺 插电式混合动力 增程式,6.943
事故车窗自动下降,广汽传祺 插电式混合动力 增程式,6.766
盲区检测,广汽传祺 插电式混合动力 增程式,6.952
气帘,广汽传祺 插电式混合动力 增程式,6.981
儿童安全锁,广汽传祺 插电式混合动力 增程式,6.869
事故自动下电,广汽传祺 插电式混合动力 增程式,6.915
电池回收,广汽传祺 插电式混合动力 增程式,6.546
事故自动断油,广汽传祺 插电式混合动力 增程式,6.925
冬季城市纯电续航,广汽传祺 插电式混合动力 增程式,6.327
远程解锁／上锁,广汽传祺 插电式混合动力 增程式,6.952
排放,广汽传祺 插电式混合动力 增程式,6.857
PM2.5过滤,广汽传祺 插电式混合动力 增程式,7.171
耐腐蚀性,广汽传祺 插电式混合动力 增程式,6.856
应急照明,广汽传祺 插电式混合动力 增程式,6.854
车门防夹,广汽传祺 插电式混合动力 增程式,6.917
碳足迹,广汽传祺 插电式混合动力 增程式,6.6
过弯侧倾抑制,广汽传祺 插电式混合动力 增程式,6.835
座椅臀部支撑程度,广汽传祺 插电式混合动力 增程式,7.34
远程车辆状态查看,广汽传祺 插电式混合动力 增程式,6.827
座椅靠背角度调节,广汽传祺 插电式混合动力 增程式,7.311
传感器可靠性,广汽传祺 插电式混合动力 增程式,6.748
车机芯片算力,广汽传祺 插电式混合动力 增程式,6.874
座椅调整防夹,广汽传祺 插电式混合动力 增程式,6.905
三脚架,广汽传祺 插电式混合动力 增程式,6.606
耐热,广汽传祺 插电式混合动力 增程式,6.755
耐寒,广汽传祺 插电式混合动力 增程式,6.733
远程开启／关闭车窗,广汽传祺 插电式混合动力 增程式,6.767
30%SOC～80%SOC,广汽传祺 插电式混合动力 增程式,7.057
夏季城市纯电续航,广汽传祺 插电式混合动力 增程式,6.912
车辆追踪／报警,广汽传祺 插电式混合动力 增程式,6.779
安全带主动预紧,广汽传祺 插电式混合动力 增程式,6.933
超充兼容性,广汽传祺 插电式混合动力 增程式,6.825
防尘,广汽传祺 插电式混合动力 增程式,6.76
无钥匙进入／启动,广汽传祺 插电式混合动力 增程式,7.075
仅限用物质,广汽传祺 插电式混合动力 增程式,6.635
主动安全车道保持,广汽传祺 插电式混合动力 增程式,6.981
防水,广汽传祺 插电式混合动力 增程式,6.777
一键寻车,广汽传祺 插电式混合动力 增程式,6.699
防晒,广汽传祺 插电式混合动力 增程式,6.769
音响声音分区,广汽传祺 插电式混合动力 增程式,6.808
正碰时车身强度,广汽传祺 插电式混合动力 增程式,6.981
侧碰时车身强度,广汽传祺 插电式混合动力 增程式,6.981
追尾时车身强度,广汽传祺 插电式混合动力 增程式,6.981
偏置碰时车身强度,广汽传祺 插电式混合动力 增程式,6.981
车机屏幕数量,广汽传祺 插电式混合动力 增程式,6.615
座椅位置调节,广汽传祺 插电式混合动力 增程式,7.333
车距调节,广汽传祺 插电式混合动力 增程式,6.883
并线辅助,广汽传祺 插电式混合动力 增程式,6.843
座椅靠背厚度,广汽传祺 插电式混合动力 增程式,7.31
悬架软硬度,广汽传祺 插电式混合动力 增程式,6.686
电耗NEDC,广汽传祺 插电式混合动力 增程式,6.708
开门预警,广汽传祺 插电式混合动力 增程式,6.845
自动落锁,广汽传祺 插电式混合动力 增程式,6.943
摄像头,广汽传祺 插电式混合动力 增程式,6.951
座椅按摩,广汽传祺 插电式混合动力 增程式,6.57
碰撞后自动拨打120,广汽传祺 插电式混合动力 增程式,6.885
车内视野,广汽传祺 插电式混合动力 增程式,7.088
高精地图,广汽传祺 插电式混合动力 增程式,6.698
热成型钢强度,广汽传祺 插电式混合动力 增程式,6.971
碰撞解锁,广汽传祺 插电式混合动力 增程式,6.913
碰撞前车身姿态调整,广汽传祺 插电式混合动力 增程式,6.495
空调风量,广汽传祺 插电式混合动力 增程式,7.182
灯光,广汽传祺 插电式混合动力 增程式,7.273
抬头显示,广汽传祺 插电式混合动力 增程式,6.465
夜视系统,广汽传祺 插电式混合动力 增程式,6.311
车内夜间效果,广汽传祺 插电式混合动力 增程式,6.688
儿童误触碰,广汽传祺 插电式混合动力 增程式,6.583
车漆质感,广汽传祺 插电式混合动力 增程式,6.888
涉水深度,广汽传祺 插电式混合动力 增程式,6.51
夜间行人监测,广汽传祺 插电式混合动力 增程式,6.34
内饰异响,广汽传祺 插电式混合动力 增程式,6.058
SOS紧急呼叫,广汽传祺 插电式混合动力 增程式,6.882
轮胎附着力,广汽传祺 插电式混合动力 增程式,6.74
坐垫柔软程度,广汽传祺 插电式混合动力 增程式,7.356
内饰接缝与拼接,广汽传祺 插电式混合动力 增程式,7.019
隔振,广汽传祺 插电式混合动力 增程式,6.794
空调出风口设计,广汽传祺 插电式混合动力 增程式,7.124
CarPlay,广汽传祺 插电式混合动力 增程式,6.735
自动空调,广汽传祺 插电式混合动力 增程式,7.321
车载KTV,广汽传祺 插电式混合动力 增程式,6.091
悬架形式,广汽传祺 插电式混合动力 增程式,6.804
高清大屏,广汽传祺 插电式混合动力 增程式,7.384
空调风感,广汽传祺 插电式混合动力 增程式,7.032
毫米波雷达,广汽传祺 插电式混合动力 增程式,6.673
方向盘功能,广汽传祺 插电式混合动力 增程式,6.887
空调噪音,广汽传祺 插电式混合动力 增程式,6.485
记忆泊车,广汽传祺 插电式混合动力 增程式,6.268
哨兵模式,广汽传祺 插电式混合动力 增程式,6.5
手势控制,广汽传祺 插电式混合动力 增程式,6.087
方向盘虚位,广汽传祺 插电式混合动力 增程式,6.398
侧面外观,广汽传祺 插电式混合动力 增程式,7.394
激光雷达,广汽传祺 插电式混合动力 增程式,6.092
0%SOC～100%SOC,广汽传祺 插电式混合动力 增程式,6.733
座椅头枕,广汽传祺 插电式混合动力 增程式,7.109
馈电状态短时最高车速,广汽传祺 插电式混合动力 增程式,6.846
车载游戏,广汽传祺 插电式混合动力 增程式,6.112
座椅腰部支撑,广汽传祺 插电式混合动力 增程式,7.089
360影像,广汽传祺 插电式混合动力 增程式,6.959
座椅周边储物空间,广汽传祺 插电式混合动力 增程式,6.962
转弯半径,广汽传祺 插电式混合动力 增程式,6.574
轴距,广汽传祺 插电式混合动力 增程式,7.578
方向盘加热,广汽传祺 插电式混合动力 增程式,6.206
NOA,广汽传祺 插电式混合动力 增程式,6.423
无图自动驾驶,广汽传祺 插电式混合动力 增程式,6.053
负离子发生器,广汽传祺 插电式混合动力 增程式,6.66
座椅折叠后空间,广汽传祺 插电式混合动力 增程式,7.557
双层玻璃,广汽传祺 插电式混合动力 增程式,6.69
OTA,广汽传祺 插电式混合动力 增程式,6.948
车门板储物空间,广汽传祺 插电式混合动力 增程式,7.092
座椅打孔,广汽传祺 插电式混合动力 增程式,6.69
冬季高速纯电续航,广汽传祺 插电式混合动力 增程式,6.271
手部放置空间,广汽传祺 插电式混合动力 增程式,7.183
座椅腿托,广汽传祺 插电式混合动力 增程式,6.832
仪表盘,广汽传祺 插电式混合动力 增程式,6.779
馈电状态可持续最高车速,广汽传祺 插电式混合动力 增程式,6.892
香氛,广汽传祺 插电式混合动力 增程式,6.266
满电状态短时最高车速,广汽传祺 插电式混合动力 增程式,7.173
保值率,广汽传祺 插电式混合动力 增程式,6.265
前备箱空间,广汽传祺 插电式混合动力 增程式,6.021
车顶线条,广汽传祺 插电式混合动力 增程式,6.771
座椅联动,广汽传祺 插电式混合动力 增程式,6.408
三排进出便利性,广汽传祺 插电式混合动力 增程式,6.93
维修便利性,广汽传祺 插电式混合动力 增程式,6.479
无线充电,广汽传祺 插电式混合动力 增程式,6.272
扶手箱空间,广汽传祺 插电式混合动力 增程式,7.196
夏季高速纯电续航,广汽传祺 插电式混合动力 增程式,6.86
满电状态可持续最高车速,广汽传祺 插电式混合动力 增程式,7.188
空调分区,广汽传祺 插电式混合动力 增程式,7.223
